time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2023-01-01T00:00:00Z,51.067,51.067,,57.567,57.567,,1023.761,1023.761,,,,,0.01,9.7,9.4,10.1,35.0,33.8,36.2,16.5,16.2,16.8,75.0,77.1,73.0,2334.7655,2255.57,2413.961,660.6725,650.191,671.154,88.123,85.191,91.055,7.246,8.223,6.269,1.2405,1.283,1.198,0.527,0.528,0.526,13.785499999999999,13.889,13.682,13.6495,13.74,13.559,19.0425,19.058,19.027,19.165,19.184,19.146,20.65,20.683,20.617,20.6505,20.683,20.618
2023-01-01T01:00:00Z,51.367,51.367,,57.0,57.0,,1023.652,1023.652,,,,,0.01,7.7,7.6,7.9,27.5,27.0,28.1,14.6,14.4,14.7,90.6,92.1,89.3,1834.6695,1797.702,1871.637,519.5585,517.496,521.621,70.81049999999999,69.932,71.689,6.1545000000000005,7.03,5.279,1.063,1.023,1.103,0.376,0.384,0.368,12.5805,14.655,10.506,11.939,13.372,10.506,16.108,17.609,14.607,16.755499999999998,18.904,14.607,17.4525,18.992,15.913,18.101,20.289,15.913
2023-01-01T02:00:00Z,50.466,50.466,,57.0,57.0,,1023.471,1023.471,,,,,0.01,6.5,6.5,6.6,23.5,23.2,23.8,13.4,13.3,13.5,102.2,103.1,101.2,1565.1885,1545.347,1585.03,442.28499999999997,444.493,440.077,59.629999999999995,58.975,60.285,5.1965,5.628,4.765,0.873,0.861,0.885,0.305,0.308,0.302,11.1225,13.457,8.788,10.417,12.046,8.788,13.795,15.413,12.177,14.5075,16.838,12.177,14.8795,16.475,13.284,15.592500000000001,17.901,13.284
2023-01-01T03:00:00Z,49.533,49.533,,56.666,56.666,,1023.244,1023.244,,,,,0.01,5.6,5.4,5.8,20.8,20.1,21.5,12.5,12.3,12.8,111.5,114.1,108.9,1388.1934999999999,1343.175,1433.212,391.09000000000003,385.741,396.439,49.0145,47.56,50.469,4.1815,4.533,3.83,0.7745,0.785,0.764,0.2915,0.278,0.305,8.5715,9.54,7.603,8.2845,8.966,7.603,11.267,11.787,10.747,11.5555,12.364,10.747,12.155000000000001,12.712,11.598,12.443999999999999,13.29,11.598
2023-01-01T04:00:00Z,50.933,50.933,,55.633,55.633,,1023.587,1023.587,,,,,0.01,5.2,5.1,5.3,18.7,18.4,19.0,11.8,11.6,11.9,120.2,121.7,118.7,1246.8285,1224.45,1269.207,353.052,352.077,354.027,47.7195,47.977,47.462,5.053,6.602,3.504,0.73,0.883,0.577,0.28300000000000003,0.332,0.234,31.781000000000002,56.862,6.7,23.351000000000003,40.002,6.7,26.3525,43.116,9.589,34.8525,60.116,9.589,27.197000000000003,44.09,10.304,35.707499999999996,61.111,10.304
2023-01-01T05:00:00Z,50.566,50.566,,55.633,55.633,,1023.996,1023.996,,,,,0.01,7.7,7.5,7.9,27.4,26.9,27.8,14.5,14.4,14.7,91.0,92.2,89.9,1824.4679999999998,1794.032,1854.904,516.098,516.222,515.974,72.2765,71.415,73.138,7.241,9.067,5.415,0.973,0.972,0.974,0.3775,0.364,0.391,32.5005,54.444,10.557,24.892,39.43,10.354,29.380499999999998,44.159,14.602,37.1215,59.344,14.899,30.789499999999997,45.553,16.026,38.3735,60.588,16.159
2023-01-01T06:00:00Z,51.8,51.8,,55.267,55.267,,1024.389,1024.389,,,,,0.01,12.7,12.4,12.9,43.8,43.0,44.5,18.3,18.2,18.5,62.4,63.3,61.5,2918.2975,2869.306,2967.289,825.5799999999999,822.062,829.098,124.91149999999999,127.127,122.696,14.489,19.023,9.955,2.1145,2.235,1.994,0.8380000000000001,0.764,0.912,57.839,98.119,17.559,43.172,69.682,16.662,51.1445,78.209,24.08,66.4645,107.601,25.328,54.5075,81.635,27.38,69.133,110.325,27.941
2023-01-01T07:00:00Z,48.966,48.966,,60.267,60.267,,1024.454,1024.454,,,,,0.01,17.0,16.5,17.5,60.8,58.8,62.7,21.2,20.9,21.4,47.0,48.4,45.7,4051.4719999999998,3920.756,4182.188,1147.3490000000002,1130.164,1164.534,156.169,154.609,157.729,14.1465,17.682,10.611,1.9580000000000002,2.007,1.909,0.754,0.766,0.742,25.7965,27.684,23.909,22.582,23.924,21.24,31.570999999999998,33.204,29.938,35.2805,37.569,32.992,35.562,37.325,33.799,37.6515,39.998,35.305
2023-01-01T08:00:00Z,43.767,43.767,,64.633,64.633,,1024.521,1024.521,,,,,0.01,18.9,18.4,19.4,67.0,65.4,68.5,22.0,21.8,22.2,43.2,44.1,42.3,4463.527,4358.653,4568.401,1268.882,1264.537,1273.227,174.9965,172.249,177.744,15.615,18.991,12.239,2.1905,2.076,2.305,0.768,0.692,0.844,25.7035,26.411,24.996,23.454,23.946,22.962,33.857,34.579,33.135,35.981,36.951,35.011,38.418,39.341,37.495,38.432,39.356,37.508
2023-01-01T09:00:00Z,38.433,38.433,,67.434,67.434,,1024.245,1024.245,,,,,0.01,15.1,14.9,15.3,54.4,53.5,55.4,20.2,20.0,20.3,51.8,52.6,51.0,3629.724,3564.967,3694.481,1028.8295,1031.575,1026.084,137.791,138.304,137.278,11.9575,14.719,9.196,1.54,1.506,1.574,0.5675,0.537,0.598,20.0795,20.694,19.465,19.057000000000002,19.57,18.544,26.8395,27.591,26.088,27.9015,28.823,26.98,29.573999999999998,30.439,28.709,29.6785,30.573,28.784
2023-01-01T10:00:00Z,35.034,35.034,,69.867,69.867,,1023.506,1023.506,,,,,0.01,15.0,14.6,15.3,54.2,52.1,56.3,20.2,19.8,20.5,52.0,53.8,50.3,3612.5315,3474.256,3750.807,1020.6265000000001,1003.43,1037.823,134.8275,134.758,134.897,10.665,12.958,8.372,1.4165,1.385,1.448,0.48750000000000004,0.421,0.554,19.6665,19.737,19.596,18.7935,18.866,18.721,26.0425,26.229,25.856,26.7985,27.065,26.532,28.1715,28.354,27.989,28.363500000000002,28.555,28.172
2023-01-01T11:00:00Z,32.066,32.066,,72.0,72.0,,1022.754,1022.754,,,,,0.01,19.4,19.2,19.6,69.4,68.0,70.7,22.3,22.2,22.5,41.8,42.6,41.1,4625.008,4534.868,4715.148,1315.9540000000002,1317.403,1314.505,177.51999999999998,178.57,176.47,14.9875,18.001,11.974,2.0015,1.784,2.219,0.6795,0.565,0.794,25.461,25.916,25.006,22.478,22.788,22.168,31.809,32.368,31.25,35.119,35.873,34.365,35.5205,36.159,34.882,37.352999999999994,37.977,36.729
2023-01-01T12:00:00Z,30.7,30.7,,73.534,73.534,,1022.252,1022.252,,,,,0.01,23.2,23.1,23.4,81.4,80.4,82.3,23.8,23.7,23.9,36.2,36.6,35.8,5424.672500000001,5360.959,5488.386,1546.6425,1559.356,1533.929,218.00400000000002,220.621,215.387,20.033,24.904,15.162,2.5095,2.327,2.692,0.823,0.668,0.978,29.988500000000002,30.815,29.162,25.255000000000003,25.715,24.795,36.7335,37.504,35.963,42.337,43.648,41.026,43.4105,44.361,42.46,45.1375,46.327,43.948
2023-01-01T13:00:00Z,31.566,31.566,,74.0,74.0,,1022.199,1022.199,,,,,0.01,18.8,18.9,18.8,66.0,65.5,66.4,21.9,21.8,21.9,43.7,44.0,43.5,4397.735,4369.561,4425.909,1252.5345,1271.415,1233.654,177.00099999999998,180.879,173.123,15.9925,19.714,12.271,2.029,2.075,1.983,0.6385000000000001,0.727,0.55,24.091,24.927,23.255,21.985,22.459,21.511,31.726,32.502,30.95,33.9815,35.244,32.719,35.711,36.851,34.571,36.20399999999999,37.486,34.922
2023-01-01T14:00:00Z,36.867,36.867,,73.034,73.034,,1022.307,1022.307,,,,,0.01,17.5,17.2,17.7,61.9,61.2,62.6,21.3,21.2,21.4,46.3,46.8,45.8,4126.883,4077.245,4176.521,1172.986,1181.755,1164.217,161.148,159.404,162.892,13.68,15.82,11.54,1.856,1.584,2.128,0.612,0.506,0.718,22.5945,23.258,21.931,21.252,21.641,20.863,30.316499999999998,30.766,29.867,31.346000000000004,32.014,30.678,33.370999999999995,33.785,32.957,33.3735,33.788,32.959
2023-01-01T15:00:00Z,40.7,40.7,,68.233,68.233,,1022.419,1022.419,,,,,0.01,22.5,22.2,22.7,78.9,77.2,80.6,23.5,23.3,23.7,37.3,38.0,36.6,5258.530000000001,5146.46,5370.6,1496.8795,1495.422,1498.337,211.77550000000002,213.633,209.918,20.024500000000003,24.013,16.036,2.7765,2.808,2.745,0.991,0.948,1.034,29.7865,30.437,29.136,24.7625,25.186,24.339,35.2225,36.026,34.419,41.8785,43.017,40.74,39.708,40.448,38.968,45.062,46.217,43.907
2023-01-01T16:00:00Z,44.867,44.867,,64.767,64.767,,1022.789,1022.789,,,,,0.01,39.1,37.9,40.4,140.1,134.9,145.3,28.8,28.4,29.1,21.9,22.7,21.2,9340.751,8995.714,9685.788,2656.358,2605.914,2706.802,361.3695,356.902,365.837,34.3885,41.833,26.944,4.5,4.575,4.425,1.624,1.582,1.666,55.423500000000004,55.708,55.139,37.5935,37.835,37.352,53.846000000000004,54.286,53.406,76.96600000000001,77.68,76.252,66.2555,66.848,65.663,82.2415,83.052,81.431
2023-01-01T17:00:00Z,45.033,45.033,,63.133,63.133,,1023.301,1023.301,,,,,0.01,46.5,45.4,47.6,163.0,158.0,167.9,30.2,29.9,30.5,19.0,19.5,18.4,10863.435,10536.05,11190.82,3096.822,3055.284,3138.36,445.2235,446.466,443.981,47.6405,57.837,37.444,6.223,5.995,6.451,2.099,2.001,2.197,65.851,66.496,65.206,43.73650000000001,44.154,43.319,63.403999999999996,64.512,62.296,93.84700000000001,95.637,92.057,75.637,76.751,74.523,101.482,103.304,99.66
2023-01-01T18:00:00Z,45.034,45.034,,62.2,62.2,,1023.386,1023.386,,,,,0.01,44.1,43.1,45.2,155.3,150.9,159.7,29.8,29.5,30.0,19.9,20.4,19.3,10352.8875,10057.037,10648.738,2944.753,2911.985,2977.521,422.148,421.505,422.791,45.907,55.053,36.761,6.106,6.08,6.132,2.09,2.041,2.139,62.950500000000005,63.622,62.279,42.681,43.158,42.204,61.930499999999995,62.988,60.873,89.6945,91.298,88.091,73.69399999999999,74.758,72.63,97.3395,99.046,95.633
2023-01-01T19:00:00Z,45.466,45.466,,61.2,61.2,,1023.738,1023.738,,,,,0.01,42.3,40.7,44.0,152.6,146.0,159.2,29.6,29.2,30.0,20.2,21.1,19.4,10172.172999999999,9732.327,10612.019,2883.5460000000003,2810.956,2956.136,391.2475,384.594,397.901,39.408,47.435,31.381,5.1080000000000005,5.095,5.121,1.7415,1.693,1.79,62.471000000000004,62.246,62.696,41.775,41.704,41.846,59.693,59.928,59.458,87.06450000000001,87.268,86.861,72.4985,72.802,72.195,93.388,93.613,93.163
2023-01-01T20:00:00Z,46.933,46.933,,60.966,60.966,,1024.053,1024.053,,,,,0.01,37.8,36.3,39.2,137.1,130.8,143.3,28.6,28.2,29.0,22.4,23.4,21.4,9138.267500000002,8721.549,9554.986,2590.0829999999996,2521.852,2658.314,345.412,339.626,351.198,33.94,40.616,27.264,4.378,4.516,4.24,1.53,1.6,1.46,56.262,55.951,56.573,38.605500000000006,38.502,38.709,55.17100000000001,55.255,55.087,77.879,77.894,77.864,67.769,68.013,67.525,83.3985,83.476,83.321
2023-01-01T21:00:00Z,45.166,45.166,,59.734,59.734,,1024.041,1024.041,,,,,0.01,21.4,20.1,22.6,80.5,75.5,85.5,23.7,23.1,24.2,36.6,38.8,34.6,5367.2355,5032.834,5701.637,1508.7285,1448.138,1569.319,184.8275,177.264,192.391,15.905999999999999,19.192,12.62,2.207,2.146,2.268,0.7290000000000001,0.673,0.785,33.468999999999994,33.867,33.071,28.064500000000002,28.474,27.655,39.461,39.773,39.149,44.763999999999996,44.987,44.541,45.4895,45.513,45.466,47.3885,47.565,47.212
2023-01-01T22:00:00Z,45.5,45.5,,59.1,59.1,,1023.849,1023.849,,,,,0.01,20.3,19.4,21.1,73.5,70.4,76.6,22.8,22.5,23.2,39.7,41.3,38.3,4901.0115000000005,4694.984,5107.039,1384.576,1352.608,1416.544,184.974,180.427,189.521,17.5465,21.712,13.381,2.5095,2.51,2.509,0.8845000000000001,0.862,0.907,29.999,30.025,29.973,25.915,25.943,25.887,36.929500000000004,37.136,36.723,41.626000000000005,41.921,41.331,42.8115,43.045,42.578,44.775000000000006,45.109,44.441
2023-01-01T23:00:00Z,46.267,46.267,,57.7,57.7,,1023.824,1023.824,,,,,0.01,10.1,9.6,10.5,37.5,35.4,39.6,17.0,16.6,17.5,70.9,74.3,67.9,2499.542,2361.698,2637.386,701.361,677.121,725.601,88.6785,86.971,90.386,7.872,9.795,5.949,1.1755,1.276,1.075,0.4555,0.504,0.407,17.7155,20.596,14.835,16.5925,18.42,14.765,22.13,24.08,20.18,23.2345,26.245,20.224,23.605,25.667,21.543,24.671999999999997,27.801,21.543
2023-01-02T00:00:00Z,44.233,44.233,,58.467,58.467,,1023.634,1023.634,,,,,0.01,6.1,6.0,6.3,23.1,22.4,23.9,13.3,13.0,13.5,103.3,105.9,100.7,1542.6575,1490.126,1595.189,435.5535,429.548,441.559,52.4785,52.41,52.547,4.3134999999999994,5.193,3.434,0.796,0.883,0.709,0.317,0.398,0.236,10.0175,11.607,8.428,9.519,10.61,8.428,12.5635,13.668,11.459,13.067499999999999,14.676,11.459,13.471,14.671,12.271,13.975000000000001,15.679,12.271
2023-01-02T01:00:00Z,44.633,44.633,,57.733,57.733,,1023.543,1023.543,,,,,0.01,5.2,5.0,5.4,19.5,18.9,20.2,12.1,11.8,12.3,116.6,119.3,114.0,1302.5304999999998,1260.393,1344.668,368.10699999999997,362.075,374.139,44.6335,42.727,46.54,3.564,4.013,3.115,0.6094999999999999,0.647,0.572,0.1995,0.233,0.166,6.9030000000000005,6.926,6.88,6.881,6.9,6.862,9.5685,9.591,9.546,9.584,9.606,9.562,10.397,10.407,10.387,10.397,10.407,10.387
2023-01-02T02:00:00Z,45.8,45.8,,56.666,56.666,,1023.394,1023.394,,,,,0.01,4.1,4.0,4.2,15.4,15.0,15.9,10.5,10.3,10.7,136.7,139.1,134.4,1029.4755,1002.15,1056.801,289.65049999999997,286.76,292.541,35.4215,34.948,35.895,3.2595,3.924,2.595,0.5555,0.593,0.518,0.1895,0.194,0.185,8.8765,12.607,5.146,7.632999999999999,10.12,5.146,9.801,12.357,7.245,11.054,14.863,7.245,10.492,13.113,7.871,11.745000000000001,15.619,7.871
2023-01-02T03:00:00Z,45.5,45.5,,56.534,56.534,,1023.234,1023.234,,,,,0.01,4.0,3.9,4.1,15.1,14.9,15.4,10.3,10.2,10.5,138.5,140.1,137.1,1008.2935,991.319,1025.268,284.326,285.057,283.595,35.294,34.926,35.662,3.607,4.357,2.857,0.552,0.475,0.629,0.201,0.188,0.214,18.9365,33.016,4.857,14.251,23.645,4.857,16.5525,25.968,7.137,21.273,35.409,7.137,17.2055,26.538,7.873,21.9315,35.99,7.873
2023-01-02T04:00:00Z,42.6,42.6,,57.6,57.6,,1023.727,1023.727,,,,,0.01,3.1,3.0,3.2,12.1,11.7,12.4,9.0,8.8,9.1,159.3,162.2,156.4,804.7815,779.933,829.63,226.179,223.107,229.251,25.6995,24.64,26.759,2.0,2.117,1.883,0.40249999999999997,0.42,0.385,0.159,0.191,0.127,3.7009999999999996,3.671,3.731,3.7009999999999996,3.671,3.731,5.1675,5.139,5.196,5.1675,5.139,5.196,5.649,5.59,5.708,5.649,5.59,5.708
2023-01-02T05:00:00Z,42.667,42.667,,56.966,56.966,,1024.055,1024.055,,,,,0.01,2.4,2.3,2.6,9.7,9.2,10.2,7.7,7.4,8.0,180.5,185.4,175.8,644.9675,612.837,677.098,180.93,174.726,187.134,20.244500000000002,19.609,20.88,2.078,2.502,1.654,0.309,0.316,0.302,0.14550000000000002,0.136,0.155,10.8935,18.928,2.859,8.163,13.467,2.859,9.2655,14.613,3.918,12.0115,20.105,3.918,9.611,14.952,4.27,12.3585,20.447,4.27
2023-01-02T06:00:00Z,43.667,43.667,,56.567,56.567,,1024.46,1024.46,,,,,0.01,9.4,9.2,9.6,34.6,33.5,35.8,16.4,16.1,16.7,75.6,77.7,73.6,2309.4825,2231.252,2387.713,647.716,641.707,653.725,87.6095,89.688,85.531,10.165,13.759,6.571,1.5070000000000001,1.782,1.232,0.6174999999999999,0.735,0.5,36.707499999999996,60.041,13.374,28.54,43.976,13.104,34.2665,50.175,18.358,42.584500000000006,66.555,18.614,36.352,52.474,20.23,44.492999999999995,68.722,20.264
2023-01-02T07:00:00Z,42.834,42.834,,60.933,60.933,,1024.711,1024.711,,,,,0.01,13.0,12.4,13.5,48.3,45.9,50.6,19.2,18.7,19.6,57.4,59.9,55.1,3217.2315,3060.162,3374.301,903.1110000000001,875.82,930.402,113.8235,111.444,116.203,9.267,11.524,7.01,1.5030000000000001,1.591,1.415,0.5155000000000001,0.53,0.501,20.5305,22.199,18.862,18.814,19.989,17.639,25.383499999999998,26.692,24.075,26.9925,28.831,25.154,27.896500000000003,29.309,26.484,28.698500000000003,30.713,26.684
2023-01-02T08:00:00Z,44.233,44.233,,65.067,65.067,,1024.741,1024.741,,,,,0.01,19.2,18.6,19.7,70.1,67.0,73.3,22.4,22.0,22.8,41.4,43.1,39.8,4676.628,4468.91,4884.346,1320.4915,1290.622,1350.361,172.32600000000002,172.58,172.072,15.807500000000001,20.021,11.594,2.157,2.234,2.08,0.75,0.728,0.772,26.674999999999997,26.697,26.653,23.738500000000002,23.842,23.635,33.856,34.445,33.267,36.674499999999995,37.291,36.058,38.7025,39.394,38.011,39.164500000000004,39.84,38.489
2023-01-02T09:00:00Z,39.066,39.066,,67.166,67.166,,1024.339,1024.339,,,,,0.01,25.0,24.1,26.0,92.5,88.1,96.9,24.9,24.5,25.4,32.2,33.7,30.9,6166.201999999999,5870.472,6461.932,1744.0945,1696.629,1791.56,222.8225,221.13,224.515,20.9775,26.733,15.222,2.4029999999999996,2.381,2.425,0.8895,0.843,0.936,34.6225,34.698,34.547,27.993000000000002,28.218,27.768,40.1905,40.766,39.615,47.686,48.41,46.962,48.441,49.086,47.796,50.58,51.243,49.917
2023-01-02T10:00:00Z,34.667,34.667,,69.3,69.3,,1023.589,1023.589,,,,,0.01,20.5,19.9,21.2,75.0,71.6,78.5,23.0,22.6,23.4,39.0,40.7,37.4,5001.647,4772.566,5230.728,1418.94,1384.712,1453.168,184.2155,182.933,185.498,16.4695,20.165,12.774,2.106,2.033,2.179,0.714,0.615,0.813,27.640500000000003,27.556,27.725,24.1295,24.075,24.184,34.3485,34.526,34.171,37.933,38.209,37.657,39.8615,40.025,39.698,40.288,40.486,40.09
2023-01-02T11:00:00Z,32.833,32.833,,70.367,70.367,,1022.893,1022.893,,,,,0.01,14.5,14.0,15.1,54.4,51.6,57.1,20.2,19.7,20.6,51.8,54.2,49.7,3623.4705,3441.895,3805.046,1023.471,996.689,1050.253,124.917,122.448,127.386,9.892,11.811,7.973,1.4075000000000002,1.324,1.491,0.4455,0.418,0.473,19.67,19.605,19.735,19.056,19.044,19.068,25.96,25.944,25.976,26.204,26.149,26.259,27.691000000000003,27.588,27.794,27.691000000000003,27.588,27.794
2023-01-02T12:00:00Z,34.167,34.167,,70.867,70.867,,1022.431,1022.431,,,,,0.01,10.8,10.4,11.2,40.4,38.9,41.9,17.7,17.3,18.0,66.7,68.8,64.6,2694.725,2593.332,2796.118,763.0029999999999,749.236,776.77,92.27250000000001,89.743,94.802,6.8205,8.154,5.487,0.995,1.089,0.901,0.367,0.402,0.332,14.4695,14.532,14.407,14.469000000000001,14.531,14.407,19.192,19.221,19.163,19.192,19.221,19.163,20.27,20.355,20.185,20.27,20.355,20.185
2023-01-02T13:00:00Z,38.1,38.1,,71.0,71.0,,1022.25,1022.25,,,,,0.01,14.0,13.6,14.3,52.5,50.7,54.2,19.9,19.6,20.2,53.5,55.1,52.0,3496.794,3379.384,3614.204,988.099,976.777,999.421,119.28049999999999,117.428,121.133,8.8155,10.386,7.245,1.182,1.051,1.313,0.43,0.36,0.5,18.936,19.215,18.657,17.741,18.02,17.462,23.923000000000002,24.18,23.666,25.133499999999998,25.41,24.857,25.933,26.063,25.803,26.4665,26.605,26.328
2023-01-02T14:00:00Z,39.633,39.633,,70.4,70.4,,1022.264,1022.264,,,,,0.01,11.8,11.4,12.2,43.5,41.9,45.0,18.3,18.0,18.6,62.8,64.7,60.9,2896.868,2793.957,2999.779,818.4635000000001,805.378,831.549,103.316,100.347,106.285,7.52,8.75,6.29,1.1615,1.177,1.146,0.41800000000000004,0.388,0.448,15.65,15.755,15.545,15.6085,15.721,15.496,20.8455,20.855,20.836,20.866,20.872,20.86,22.069499999999998,22.064,22.075,22.069499999999998,22.064,22.075
2023-01-02T15:00:00Z,41.133,41.133,,66.534,66.534,,1022.412,1022.412,,,,,0.01,31.8,30.8,32.8,116.9,110.8,123.0,27.1,26.6,27.6,26.0,27.3,24.7,7793.68,7386.647,8200.713,2200.7675,2131.751,2269.784,287.293,288.552,286.034,28.3245,34.508,22.141,3.9615,3.847,4.076,1.3065,1.297,1.316,44.6845,44.367,45.002,32.2375,32.254,32.221,46.429,46.809,46.049,61.5105,61.854,61.167,56.448,56.704,56.192,66.003,66.306,65.7
2023-01-02T16:00:00Z,42.1,42.1,,63.0,63.0,,1022.644,1022.644,,,,,0.01,32.2,30.4,33.9,120.7,113.4,128.1,27.4,26.8,28.0,25.2,26.7,23.8,8049.4955,7558.483,8540.508,2263.4615000000003,2166.869,2360.054,281.899,274.135,289.663,26.019,32.318,19.72,3.4865,3.356,3.617,1.2385000000000002,1.153,1.324,47.8065,46.936,48.677,34.0535,33.718,34.389,48.695499999999996,48.583,48.808,64.69550000000001,64.093,65.298,59.929,59.661,60.197,68.80600000000001,68.111,69.501
2023-01-02T17:00:00Z,41.267,41.267,,61.966,61.966,,1022.933,1022.933,,,,,0.01,21.6,20.7,22.5,80.6,76.0,85.2,23.7,23.1,24.2,36.6,38.5,34.8,5371.9285,5064.985,5678.872,1511.1895,1455.403,1566.976,189.974,187.703,192.245,17.2715,20.918,13.625,2.287,2.148,2.426,0.8400000000000001,0.778,0.902,31.9745,31.474,32.475,27.137,26.901,27.373,38.37649999999999,38.346,38.407,43.3575,43.126,43.589,44.7605,44.466,45.055,46.275499999999994,45.995,46.556
2023-01-02T18:00:00Z,40.0,40.0,,61.534,61.534,,1023.075,1023.075,,,,,0.01,16.2,15.4,17.0,60.7,57.3,64.0,21.1,20.6,21.6,47.1,49.5,44.9,4044.3615,3821.159,4267.564,1134.238,1092.604,1175.872,141.32299999999998,136.837,145.809,12.1165,14.367,9.866,1.6705,1.457,1.884,0.594,0.573,0.615,23.59,23.41,23.77,22.2035,22.2,22.207,30.829,30.571,31.087,31.93,31.613,32.247,33.7845,33.392,34.177,34.0115,33.656,34.367
2023-01-02T19:00:00Z,39.667,39.667,,61.0,61.0,,1022.995,1022.995,,,,,0.01,14.0,13.3,14.6,53.1,49.9,56.3,20.0,19.4,20.5,52.9,55.8,50.3,3538.575,3326.147,3751.003,991.761,951.573,1031.949,119.99600000000001,118.055,121.937,10.405000000000001,12.647,8.163,1.3825,1.411,1.354,0.4865,0.475,0.498,20.613,20.287,20.939,19.924500000000002,19.716,20.133,27.1905,27.028,27.353,27.695,27.492,27.898,29.48,29.315,29.645,29.493000000000002,29.328,29.658
2023-01-02T20:00:00Z,38.367,38.367,,61.0,61.0,,1022.711,1022.711,,,,,0.01,10.2,9.8,10.5,37.9,36.6,39.2,17.1,16.8,17.4,70.3,72.4,68.3,2525.8599999999997,2437.008,2614.712,711.114,698.521,723.707,89.4545,88.016,90.893,7.8645,9.698,6.031,1.1865,1.327,1.046,0.3885,0.44,0.337,14.4905,14.455,14.526,14.4905,14.455,14.526,19.518500000000003,19.824,19.213,19.518500000000003,19.824,19.213,20.9645,21.429,20.5,20.9645,21.429,20.5
2023-01-02T21:00:00Z,38.567,38.567,,60.966,60.966,,1022.688,1022.688,,,,,0.01,11.2,10.8,11.6,40.9,39.0,42.7,17.8,17.4,18.1,66.1,68.6,63.7,2724.1189999999997,2600.993,2847.245,768.1095,748.423,787.796,99.845,98.573,101.117,8.560500000000001,10.442,6.679,1.496,1.603,1.389,0.5665,0.595,0.538,15.681000000000001,15.583,15.779,15.603,15.517,15.689,21.386,21.479,21.293,21.439,21.539,21.339,23.177999999999997,23.429,22.927,23.177999999999997,23.429,22.927
2023-01-02T22:00:00Z,39.133,39.133,,60.966,60.966,,1022.517,1022.517,,,,,0.01,7.5,7.3,7.6,27.7,26.9,28.4,14.6,14.4,14.8,90.3,92.1,88.5,1844.5315,1796.37,1892.693,520.3805,516.545,524.216,66.3615,66.145,66.578,5.693,6.912,4.474,0.9425,1.054,0.831,0.353,0.416,0.29,10.6895,11.476,9.903,10.525500000000001,11.148,9.903,14.372499999999999,14.905,13.84,14.538499999999999,15.237,13.84,15.459,16.131,14.787,15.625,16.463,14.787
2023-01-02T23:00:00Z,40.8,40.8,,60.166,60.166,,1022.29,1022.29,,,,,0.01,5.6,5.5,5.8,21.5,20.8,22.3,12.8,12.5,13.0,108.9,111.7,106.2,1434.4009999999998,1384.942,1483.86,403.3555,396.748,409.963,47.312,46.465,48.159,3.393,3.383,3.403,0.598,0.569,0.627,0.275,0.27,0.28,7.465,7.581,7.349,7.465,7.581,7.349,10.3265,10.355,10.298,10.3265,10.355,10.298,11.0945,11.037,11.152,11.0945,11.037,11.152
2023-01-03T00:00:00Z,41.266,41.266,,60.0,60.0,,1022.224,1022.224,,,,,0.01,5.0,4.9,5.2,19.5,18.8,20.3,12.1,11.8,12.3,116.7,119.9,113.6,1301.3365,1250.774,1351.899,364.49850000000004,356.805,372.192,41.7385,40.502,42.975,3.3395,3.596,3.083,0.6114999999999999,0.525,0.698,0.256,0.209,0.303,6.5875,6.58,6.595,6.5875,6.58,6.595,9.0975,9.197,8.998,9.0975,9.197,8.998,9.896999999999998,9.924,9.87,9.896999999999998,9.924,9.87
2023-01-03T01:00:00Z,41.6,41.6,,59.8,59.8,,1022.198,1022.198,,,,,0.01,4.2,4.1,4.4,16.2,15.6,16.9,10.8,10.5,11.1,132.4,136.0,129.0,1081.0965,1037.806,1124.387,304.2395,297.604,310.875,35.707,34.902,36.512,2.9655,3.333,2.598,0.475,0.563,0.387,0.1875,0.226,0.149,5.7695,6.204,5.335,5.6005,5.866,5.335,7.6585,8.002,7.315,7.829000000000001,8.343,7.315,8.285,8.717,7.853,8.456,9.059,7.853
